title,body,status,user
Aceptado,Su pedido compras supermercado 0 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 1 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 2 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 3 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 4 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 5 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 6 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 7 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 8 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 9 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 10 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 11 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 12 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 13 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 14 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 15 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 16 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 17 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 18 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 19 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 20 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 21 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 22 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 23 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 24 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 25 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 26 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 27 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 28 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 29 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 30 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 31 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 32 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 33 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 34 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 35 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 36 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 37 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 38 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 39 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 40 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 41 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 42 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 43 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 44 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 45 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 46 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 47 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 48 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 49 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 50 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 51 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 52 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 53 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 54 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 55 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 56 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 57 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 58 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 59 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 60 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 61 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 62 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 63 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 64 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 65 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 66 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 67 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 68 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 69 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 70 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 71 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 72 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 73 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 74 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 75 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 76 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 77 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 78 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 79 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 80 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 81 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 82 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 83 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 84 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 85 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 86 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 87 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 88 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 89 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 90 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 91 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 92 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 93 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 94 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 95 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 96 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 97 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 98 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 99 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 100 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 101 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 102 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 103 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 104 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 105 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 106 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 107 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 108 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 109 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 110 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 111 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 112 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 113 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 114 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 115 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 116 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 117 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 118 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 119 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 120 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 121 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 122 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 123 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 124 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 125 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 126 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 127 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 128 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 129 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 130 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 131 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 132 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 133 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 134 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 135 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 136 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 137 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 138 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 139 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 140 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 141 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 142 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 143 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 144 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 145 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 146 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 147 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 148 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 149 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 150 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 151 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 152 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 153 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 154 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 155 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 156 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 157 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 158 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 159 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 160 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 161 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 162 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 163 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 164 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 165 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 166 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 167 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 168 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 169 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 170 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 171 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 172 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 173 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 174 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 175 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 176 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 177 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 178 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 179 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 180 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 181 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 182 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 183 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 184 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 185 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 186 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 187 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 188 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 189 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 190 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 191 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 192 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 193 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 194 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 195 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 196 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 197 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 198 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 199 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 200 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 201 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 202 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 203 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 204 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 205 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 206 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 207 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 208 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 209 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 210 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 211 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 212 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 213 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 214 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 215 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 216 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 217 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 218 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 219 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 220 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 221 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 222 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 223 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 224 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 225 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 226 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 227 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 228 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 229 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 230 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 231 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 232 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 233 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 234 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 235 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 236 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 237 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 238 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 239 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 240 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 241 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 242 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 243 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 244 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 245 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 246 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 247 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 248 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 249 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 250 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 251 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 252 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 253 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 254 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 255 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 256 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 257 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 258 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 259 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 260 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 261 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 262 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 263 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 264 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 265 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 266 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 267 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 268 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 269 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 270 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 271 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 272 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 273 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 274 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 275 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 276 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 277 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 278 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 279 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 280 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 281 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 282 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 283 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 284 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 285 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 286 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 287 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 288 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 289 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 290 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 291 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 292 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 293 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 294 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 295 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 296 ha sido aceptado,0,5
Aceptado,Su pedido compras supermercado 297 ha sido aceptado,0,5
